SMILES,CID,descriptors,datasets
C(C[C@@H](C(=O)O)N)CN=C(N)N,6322,"['no aroma', 'faint', 'odorless']","[""aromadb"", ""goodscents"", ""sharma_2021b""]"
C(C[C@@H](C(=O)O)N)CN=C(N)N.C(CC(=O)O)[C@@H](C(=O)O)N,165268,['odorless'],"[""goodscents"", ""sharma_2021b""]"
C(C[C@@H](C(=O)O)N)CN=C(N)N.Cl,66250,['odorless'],"[""sharma_2021b""]"
C(C[C@@H](C(=O)O)N)C[NH3+].C([C@@H](C(=O)[O-])N)C(=O)O,18599,['odorless'],"[""goodscents""]"
C(C[NH+](CC(=O)[O-])CC(=O)[O-])[NH+](CC(=O)[O-])CC(=O)[O-].O.[Na+].[Na+].[Ca+2],6335628,['odorless'],"[""sharma_2021b""]"
C(C[NH+](CC(=O)[O-])CC(=O)[O-])[NH+](CC(=O)[O-])CC(=O)[O-].[Ca+2],5150303,['odorless'],"[""sharma_2021b""]"
C(Cl)(Cl)Cl,6212,['ethereal'],"[""arctander_1960""]"
C(Cl)Cl,6344,"['chloroform', 'ether', 'pleasant', 'sweet']","[""flavordb""]"
C(F)(Cl)(Cl)Cl,6389,['odorless'],"[""sharma_2021b""]"
C(F)(Cl)Cl,6370,['odorless'],"[""sharma_2021b""]"
C(F)(F)(Cl)Br,9625,['odorless'],"[""sharma_2021b""]"
C(F)(F)(Cl)Cl,6391,['odorless'],"[""sharma_2021b""]"
C(F)(F)(F)Br,6384,['odorless'],"[""sharma_2021b""]"
C(F)(F)(F)Cl,6392,['odorless'],"[""sharma_2021b""]"
C(F)(F)(F)F,6393,['odorless'],"[""sharma_2021b""]"
C(F)(F)F,6373,['odorless'],"[""sharma_2021b""]"
C(S(=O)(=O)[O-])I.[Na+],23662381,['odorless'],"[""sharma_2021b""]"
C(S)S,138818,"['pungent', 'excellent cooked meat flavour (see comments)', 'meaty', 'foul', 'nosefeel', 'sharp', 'sickening']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
C([C@@H](C(=O)O)N)C(=O)N,6267,['odorless'],"[""goodscents"", ""sharma_2021b""]"
C([C@@H](C(=O)O)N)C(=O)N.O,170358,['odorless'],"[""goodscents"", ""sharma_2021b""]"
C([C@@H](C(=O)O)N)C(=O)O,5960,"['no aroma', 'odorless']","[""aromadb"", ""goodscents"", ""sharma_2021b""]"
C([C@@H](C(=O)O)N)S,5862,"['sulferous aroma', 'sulfurous', 'sulfury', 'chemical', 'hydrocarbon', 'sulphurous', 'marshy', 'septic', 'nature', 'sickening', 'sulphur', 'cabbage', 'garlic']","[""aromadb"", ""goodscents"", ""sharma_2021b""]"
C([C@@H](C(=O)O)N)S.Cl,60960,['odorless'],"[""goodscents"", ""sharma_2021b""]"
C([C@@H](C(=O)O)N)S.O.Cl,23462,['odorless'],"[""goodscents"", ""sharma_2021b""]"
C([C@@H](C(=O)O)N)SSCC(C(=O)O)N.Cl.Cl,134944,['odorless'],"[""goodscents""]"
C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N.Cl.Cl,21121987,['odorless'],"[""sharma_2021b""]"
C([C@@H](C(=O)O)O)C(=O)O,222656,['odorless'],"[""goodscents"", ""sharma_2021b""]"
C([C@@H](C1C(=C(C(=O)O1)[O-])O)O)O.C([C@@H](C1C(=C(C(=O)O1)[O-])O)O)O.O.[Ca+2],54713436,['odorless'],"[""goodscents""]"
C([C@@H](C1C(=C(C(=O)O1)[O-])O)O)O.C([C@@H](C1C(=C(C(=O)O1)[O-])O)O)O.[Ca+2],54678500,['odorless'],"[""goodscents"", ""sharma_2021b""]"
C([C@@H]([C@@H]([C@H](C=O)O)O)O)O,5460291,"['buildingmaterials&construction', 'woody', 'grassy', 'popcorn']","[""sharma_2021b""]"
C([C@@H]([C@@H]([C@H]([C@H](C(=O)O)O)O)O)O)O.C([C@@H]([C@@H]([C@H]([C@H](C(=O)O)O)O)O)O)O.[Fe],25199601,['caramellic'],"[""goodscents""]"
C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,54670067,"['odorless', 'mild', 'grassy', 'fragrant', 'fruity', 'green', 'woody', 'grassy(green', 'sharp)', 'other', 'terpenes', 'pine', 'lemon']","[""flavordb"", ""goodscents"", ""sharma_2021b""]"
C([C@@H]([C@@H]1C(=C(C(=O)O1)O)[O-])O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)[O-])O)O.[Ca+2],13788048,['odorless'],"[""sharma_2021b""]"
C([C@@H]([C@@H]1C(=C(C(=O)O1)O)[O-])O)O.[Na+],23667548,['odorless'],"[""goodscents"", ""sharma_2021b""]"
C([C@@H]([C@@H]1C(=C(C(=O)O1)OP(=O)(O)O)O)O)O.[Na].[Na].[Na],54731234,['odorless'],"[""goodscents""]"
C([C@@H]([C@@H]1C(=C(C(=O)O1)[O-])O)O)O,54679076,['odorless'],"[""sharma_2021b""]"
C([C@@H]1[C@@H](C([C@](O1)(CO)O[C@@H]2C([C@H]([C@@H](C(O2)CO)O)O)O)O)O)O,46782954,"['characteristic', 'caramel', 'heated', 'odorless']","[""flavordb""]"
C([C@@H]1[C@@H]([C@@H]([C@H](C(O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,69301022,['odorless'],"[""flavordb""]"
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,440995,['odorless'],"[""flavordb"", ""sharma_2021b""]"
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,84571,['odorless'],"[""flavordb"", ""sharma_2021b""]"
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,6134,['odorless'],"[""flavordb"", ""sharma_2021b""]"
C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C(=O)[O-])O)O)O)O)O)O.C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](C(=O)[O-])O)O)O)O)O)O.[Ca+2],16211544,['odorless'],"[""sharma_2021b""]"
C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H](C6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@H](O2)[C@@H]([C@H]8O)O)CO)CO)CO)CO)CO)CO)O)O)O,24238,['odorless'],"[""goodscents""]"
C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@@H]([C@@H]([C@H]8O)O)O[C@@H]9[C@H](O[C@H](O2)[C@@H]([C@H]9O)O)CO)CO)CO)CO)CO)CO)CO)O)O)O,5287407,['odorless'],"[""sharma_2021b""]"
C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@@H]([C@@H]([C@H]7O)O)O[C@@H]8[C@H](O[C@H](O2)[C@@H]([C@H]8O)O)CO)CO)CO)CO)CO)CO)O)O)O,444041,['odorless'],"[""sharma_2021b""]"
C([C@@H]1[C@@H]2[C@@H]([C@H]([C@H](O1)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@H](O2)[C@@H]([C@H]7O)O)CO)CO)CO)CO)CO)O)O)O,444913,['odorless'],"[""sharma_2021b""]"
C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)O,7027,['odorless'],"[""goodscents"", ""sharma_2021b""]"
C([C@@H]1[C@H]([C@@H]([C@H](C(O1)OC[C@@H]2[C@H]([C@@H]([C@H]([C@H](O2)O)O)O)O)O)O)O)O,71306906,['odorless'],"[""sharma_2021b""]"
C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O)CO)CO)O)O)O)O,62698,"['acetic', 'acid']","[""flavordb""]"
C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O)O)O)O)O,64689,['odorless'],"[""sharma_2021b""]"
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,91692850,"['characteristic', 'caramel', 'heated', 'odorless']","[""flavordb""]"
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@H]([C@H]([C@@H](C(CO)O)O)O)O)O)O)O)O,3034828,['odorless'],"[""goodscents""]"
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)OC[C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O)O)O)O,88735,['odorless'],"[""sharma_2021b""]"
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,439186,['odorless'],"[""flavordb""]"
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O)CO)O)O)O)O,6255,"['gourmand', 'sweet', 'fruity']","[""ifra_2019""]"
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@H]([C@@H](CO)O)[C@@H]([C@H](CO)O)O)O)O)O)O,493591,['neutral'],"[""flavordb""]"
C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,5988,"['characteristic', 'caramel', 'heated', 'odorless', 'sweet']","[""flavordb"", ""leffingwell"", ""sharma_2021b""]"
C([C@H](C(=O)O)N)C(=O)O,83887,['odorless'],"[""sharma_2021b""]"
C([C@H](C([C@H](CO)O)O)O)O,6912,['odorless'],"[""goodscents"", ""sharma_2021b""]"
C([C@H]([C@@H]([C@H](C(CO)O)O)O)O)O,71308275,['odorless'],"[""flavordb""]"
C([C@H]([C@@H]([C@H](C=O)O)O)O)O,644160,"['bakery', 'smokey', 'buildingmaterials&construction', 'woody', 'caramel', 'fragrant', 'sweet', 'grassy', 'lemon', 'minty', 'non-citrusfruity', 'people&animals', 'popcorn', 'sickening', 'terpenes', 'pine', 'resinous']","[""sharma_2021b""]"
C([C@H]([C@@H]([C@H]([C@H](CO)O)O)O)O)O,82170,['odorless'],"[""flavordb"", ""sharma_2021b""]"
C([C@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,54675810,"['odorless', 'odorless with a clean acidulous taste']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
C([C@H]([C@@H]1C(=C(C(=O)O1)O)[O-])O)O.[Na+],23683938,['odorless'],"[""goodscents"", ""sharma_2021b""]"
C([C@H]([C@H](CO)O)O)O,222285,['odorless'],"[""goodscents"", ""sharma_2021b""]"
C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)O,5984,"['odorless', 'sugar sweet', 'sweet']","[""goodscents"", ""leffingwell""]"
C([C@H]([C@H]([C@@H]([C@@H](CO)O)O)O)O)O,6251,['odorless'],"[""flavordb"", ""goodscents"", ""sharma_2021b""]"
C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Ca+2],9290,['odorless'],"[""flavordb"", ""goodscents"", ""sharma_2021b""]"
C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[Cu+2],10692,['odorless'],"[""sharma_2021b""]"
C([C@H]([C@H]([C@@H]([C@H](C(=O)[O-])O)O)O)O)O.[K+],16760467,['odorless'],"[""flavordb"", ""goodscents"", ""sharma_2021b""]"
C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)O,107526,['odorless'],"[""flavordb"", ""sharma_2021b""]"
C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,5780,"['odorless', 'caramel', 'fragrant', 'sweet', 'lemon', 'minty', 'non-citrusfruity', 'terpenes', 'pine']","[""flavordb"", ""goodscents"", ""sharma_2021b""]"
C([C@H]([C@H]([C@H](C=O)O)O)O)O,5311110,['odorless'],"[""sharma_2021b""]"
C/C(=C/C#N)/CCC1=CC=CC=C1,1381163,"['lemon', 'citralva', 'citral', 'citric', 'citrus', 'spicy', 'floral', 'fragrant', 'fruity', 'sweet', 'terpenes', 'pine', 'vegetables']","[""goodscents"", ""ifra_2019"", ""sharma_2021b""]"
C/C(=C/C1=CC=C(C=C1)OC)/C=O,5354898,"['floral', 'spicy', 'cinnamon', 'spicy-cinnamon', 'floral-fruity odor', 'cinnamon spicy taste', 'fruity', 'food', 'spices', 'fragrant', 'minty', 'nature', 'cinnamyl', 'woody', 'resinous']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
C/C(=C/C1=CC=CC=C1)/C#N,5382677,['spicy'],"[""goodscents""]"
C/C(=C/C1=CC=CC=C1)/C(=O)C,5355902,"['sweet', 'fruity-caramellic', 'berry-like', 'fruity taste', 'fruity', 'caramellic', 'berry']","[""leffingwell""]"
C/C(=C/C1=CC=CC=C1)/C=O,5354896,"['sweet', 'cinnamon-spicy', 'somewhat balsamic odor and taste', 'cinnamon', 'spicy', 'balsamic', 'aromatic', 'herbal', 'food', 'spices', 'fragrant', 'herbaceous', 'lemon', 'minty', 'non-citrusfruity', 'popcorn', 'warm', 'cassia', 'cinnamyl', 'terpenes', 'pine', 'vegetation', 'woody', 'resinous']","[""leffingwell"", ""sharma_2021b""]"
C/C(=C/C1=CC=CO1)/C=O,6435828,"['spicy', 'cinnamon-like odor', 'spicy taste', 'cinnamon', 'aromatic', 'herbal', 'buildingmaterials&construction', 'woody', 'chemical', 'hydrocarbon', 'medicinal', 'food', 'spices', 'fragrant', 'grassy', 'herbaceous', 'alcohol', 'phenolic', 'minty', 'popcorn', 'cassia', 'cinnamyl', 'vegetation', 'resinous']","[""leffingwell"", ""sharma_2021b""]"
C/C(=C/C=O)/CCC1CC1(C)C,11665469,"['lemon', 'citrus']","[""goodscents""]"
C/C(=C/CCC1(C2CC3C1(C3C2)C)C)/CO,5281531,"['sweet', 'sandalwood', 'woody', 'sandalwood like']","[""flavordb"", ""leffingwell""]"
C/C(=C/CCC1(C2CCC(C2)C1=C)C)/CO,5281532,"['sweet', 'woody', 'sandalwood-like with a urinaceous', 'animalic tonality', 'animal']","[""aromadb"", ""goodscents"", ""leffingwell""]"
C/C(=C/CC[C@@]1(C2CC3C1(C3C2)C)C)/CO,6857559,['sweet'],"[""aromadb""]"
C/C(=C/CC[C@@]1(C2C[C@@H]3C1(C3C2)C)C)/CO,24832102,"['sweet', 'tenacious']","[""aromadb""]"
C/C(=C/CC[C@@]1(C2C[C@H]3C1([C@H]3C2)C)C)/CO,11085337,"['woody', 'sandalwood', 'dry']","[""ifra_2019""]"
C/C(=C/CC[C@@]1(C2C[C@H]3C1([C@H]3C2)C)C)/COC(=O)C,6445771,"['woody', 'powdery', 'sandalwood', 'buildingmaterials&construction', 'grassy', 'popcorn', 'softfloral', 'vegetation', 'woodyoriental']","[""goodscents"", ""sharma_2021b""]"
C/C(=C/CC[C@@]1([C@H]2CC[C@H](C2)C1=C)C)/CO,6857681,"['sweet', 'woody', 'sandalwood', 'oily', 'buildingmaterials&construction', 'grassy', 'people&animals', 'animal', 'popcorn', 'vegetation', 'woodyoriental']","[""aromadb"", ""ifra_2019"", ""sharma_2021b""]"
C/C(=C/CC[C@@]1([C@H]2CC[C@H](C2)C1=C)C)/COC(=O)C.C/C(=C/CC[C@@]1(C2C[C@@H]3C1(C3C2)C)C)/COC(=O)C,24832103,"['berry', 'floral', 'nutty', 'violet', 'acidic', 'powdery', 'green', 'cashew', 'woody', 'orris']","[""goodscents""]"
C/C(=C/C[C@@H]1[C@]2(CCCC([C@@H]2CC[C@@]1(C)O)(C)C)C)/C=C,643723,"['amber', 'ambergris', 'woody', 'balsamic', 'buildingmaterials&construction', 'grassy', 'mossywoods', 'popcorn', 'softoriental']","[""goodscents"", ""sharma_2021b""]"
C/C(=C/OC(=O)C)/C1=CC=CC=C1,3036969,"['green', 'fruity', 'rhubarb']","[""ifra_2019""]"
C/C(=C\C#N)/CCC1=CC=CC=C1,1585264,"['lemon', 'citrus', 'balsamic', 'floral', 'rose', 'food', 'vegetable', 'fragrant', 'fruity', 'nature', 'spices', 'cinnamyl', 'sweet', 'terpenes', 'pine', 'citral', 'vegetables']","[""goodscents"", ""sharma_2021b""]"
C/C(=C\C/C=C(/C)\C=C)/COC(=O)C,21967387,"['fruity', 'fresh', 'sweet']","[""goodscents"", ""ifra_2019""]"
C/C(=C\C/C=C(\C)/C=C)/CC/C=C(\C)/C=O,5281534,"['juicy', 'aldehydic', 'mandarin', 'sour', 'powdery', 'orange', 'candy', 'citrus', 'waxy', 'characteristic impact compound of orange', 'fragrant', 'fruity', 'lemon']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
C/C(=C\C1=CC=CC=C1)/C(=O)C,5370646,"['camphor', 'camphoraceous', 'camphoreous', 'fruity', 'berry', 'fragrant', 'sweet', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'terpenes', 'pine']","[""aromadb"", ""goodscents"", ""sharma_2021b""]"
C/C(=C\C1=CC=CC=C1)/C=O,5372813,"['herbal', 'spicy', 'cinnamon', 'cassia', 'warm', 'sweet', 'food', 'spices', 'minty', 'cinnamyl', 'woody', 'resinous']","[""arctander_1960"", ""goodscents"", ""ifra_2019"", ""sharma_2021b""]"
C/C(=C\C1=CC=CC=C1)/CO,6393846,"['sweet', 'oriental', 'floral', 'balsamic', 'storax', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'plants', 'terpenes', 'pine']","[""goodscents"", ""sharma_2021b""]"
C/C(=C\C1=CC=CO1)/C=O,6210220,"['spicy', 'medicinal', 'cinnamon', 'cassia', 'herbal', 'woody']","[""goodscents""]"
C/C(=C\C=C)/CC(C)(C=C)O,6433750,"['sweet', 'spicy', 'floral', 'ginger', 'tropical', 'fennel', 'food', 'spices', 'fragrant', 'fruity', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'terpenes', 'pine', 'vegetables', 'woody', 'resinous']","[""goodscents"", ""sharma_2021b""]"
C/C(=C\C=O)/CCC1CC1(C)C,11962784,"['lemony', 'citral-like', 'lemon', 'citrus', 'fragrant', 'fruity']","[""leffingwell"", ""sharma_2021b""]"
C/C(=C\CCC(=C)C=C)/C=O,14400165,"['fresh green', 'natural fruity', 'a beefsteak (perilla) plant-like aroma', 'green', 'fruity', 'fresh']","[""leffingwell""]"
C/C(=C\CCC(=C)C=C)/CC/C=C(/C)\C=O,24976875,"['citrus', 'orange', 'fragrant']","[""sharma_2021b""]"
C/C(=C\CCC(=C)C=C)/CC/C=C(\C)/C=O,5281535,"['citrus', 'sweet', 'juicy', 'fresh', 'orange', 'waxy', 'mandarin', 'aldehydic', 'waxy and juicy (see comments)', 'fruity', 'fragrant', 'lemon', 'minty', 'non-citrusfruity', 'terpenes', 'pine']","[""aromadb"", ""flavornet"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
C/C(=C\CCC(C)(C)O)/C=C,5368785,"['camphoraceous', 'floral', 'sweet', 'cologne', 'lime', 'fresh', 'lemon', 'mace', 'citrus', 'fruity', 'fresh citrus', 'cologne odor with nutmeg nuance', 'cleaningmaterials', 'limonene', 'fragrant', 'minty', 'non-citrusfruity', 'terpenes', 'pine', 'vegetables']","[""arctander_1960"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
C/C(=C\CCC(C)(C)OC(=O)C)/C=C,6112709,"['cologne', 'floral', 'fruity', 'lavender', 'bergamot', 'citrus', 'fresh-green', 'pineapple', 'galbanum note', 'green', 'fresh', 'aromatic', 'fragrant', 'lemon', 'nature', 'sweet']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
C/C(=C\CCC(C)(C=C)O)/CO,5280678,['citrus'],"[""aromadb""]"
C/C(=C\CCC1(C2CC3C1(C3C2)C)C)/C=O,14059042,['sweet'],"[""aromadb""]"
C/C(=C\CCC1(C2CC3C1(C3C2)C)C)/CO,5368797,"['woody', 'sandalwood']","[""goodscents""]"
C/C(=C\CCC1(C2CCC(C2)C1=C)C)/COC(=O)C,5352140,"['woody', 'medicinal', 'sandalwood', 'musky']","[""arctander_1960""]"
C/C(=C\CCC1(C2CCC(C2)C1=C)C)/COC(=O)CC3=CC=CC=C3,121596001,"['buildingmaterials&construction', 'woody', 'caramel', 'honey', 'floral', 'fragrant', 'grassy', 'nature', 'popcorn', 'vegetation', 'sandalwood', 'waxy', 'woodyoriental']","[""sharma_2021b""]"
C/C(=C\CCC1[C@]2(CCCC(C2CC[C@@]1(C)O)(C)C)C)/CC[C@@H]3C(=C)CCCC3(C)C,6433191,"['amber', 'ambergris', 'woody', 'labdanum', 'buildingmaterials&construction', 'grassy', 'mossywoods', 'popcorn', 'softoriental', 'vegetation']","[""goodscents"", ""sharma_2021b""]"
C/C(=C\CC[C@@]1([C@H]2CC[C@H](C2)C1=C)C)/CO,6450269,['sweet'],"[""aromadb""]"
C/C(=C\CC[C@]1([C@H]2CC[C@H](C2)C1=C)C)/CO,12315259,"['woody', 'sandalwood', 'creamy', 'buildingmaterials&construction', 'fragrant', 'sweet', 'grassy', 'lemon', 'minty', 'non-citrusfruity', 'popcorn', 'terpenes', 'pine', 'vegetation', 'woodyoriental']","[""ifra_2019"", ""sharma_2021b""]"
C/C(=C\NC1=CC=CC=C1C(=O)OC)/CC2=CC3=C(C=C2)OCO3,44147575,"['floral', 'green', 'sweet']","[""ifra_2019""]"
C/C(=C\OC(=O)C)/C1=CC=CC=C1,2753159,"['sweet', 'floral', 'honey', 'neroli', 'hyacinth', 'fruity', 'green', 'rhubarb', 'caramel', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'plants', 'terpenes', 'pine', 'vegetation']","[""goodscents"", ""ifra_2019"", ""sharma_2021b""]"
C/C(=N\NC(=O)NC1=CC(=CC(=C1)F)F)/C2=C(C=CC=N2)C(=O)O,6125184,['odorless'],"[""sharma_2021b""]"
C/C(=N\OCC1=CC=CC=C1/C(=N\OC)/C(=O)OC)/C2=CC(=CC=C2)C(F)(F)F,11664966,['odorless'],"[""sharma_2021b""]"
C/C/1=C/CC/C(=C\C/C=C(\C(CC1)C(=O)C)/C)/C,6438191,"['ambergris', 'vetiver', 'tobacco', 'woody', 'musk', 'amber', 'smoky', 'ambrosial', 'buildingmaterials&construction', 'drywoods', 'grassy', 'herbaceous', 'mossywoods', 'popcorn', 'softoriental', 'tobaccosmoke']","[""goodscents"", ""ifra_2019"", ""sharma_2021b""]"
C/C/1=C/CC/C(=C\[C@H]2[C@H](C2(C)C)CC1)/C,13894533,"['buildingmaterials&construction', 'woody', 'fragrant', 'fruity', 'green', 'grassy', 'popcorn', 'vegetation', 'weed']","[""sharma_2021b""]"
C/C/1=C/CC2C(CC2(C)C)C(=C)CCC1OC(=O)C,5832948,"['spicy', 'cedar', 'fresh', 'woody', 'sharp', 'woody-cedar-amber with slight fruity character', 'fruity', 'buildingmaterials&construction', 'drywoods', 'food', 'spices', 'grassy', 'lemon', 'minty', 'nosefeel', 'popcorn', 'pungent', 'sickening', 'resinous']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
C/C/1=C/CCC(=C)/C=C\C(CC1)C(C)C,5373727,['rose'],"[""aromadb""]"
C/C/1=C/CCC(=C)C2CC(C2CC1)(C)C,5322111,"['sweet', 'dry', 'spicy', 'terpenic', 'woody', 'clove', 'aromatic', 'buildingmaterials&construction', 'food', 'spices', 'fragrant', 'grassy', 'lemon', 'minty', 'non-citrusfruity', 'popcorn', 'terpenes', 'pine', 'resinous']","[""goodscents"", ""sharma_2021b""]"
C/C/1=C/CCC(=C)[C@H]2CC([C@@H]2CC1)(C)C,5281522,"['wood', 'woody', 'spicy', 'dry odor', 'dry', 'buildingmaterials&construction', 'food', 'spices', 'grassy', 'minty', 'popcorn', 'resinous']","[""flavornet"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
C/C/1=C/CCC2(C(O2)CC(/C=C\C1)(C)C)C,22559443,"['herb', 'aromatic', 'herbal', 'fragrant', 'herbaceous', 'vegetation', 'woody', 'resinous']","[""flavornet"", ""sharma_2021b""]"
C/C/1=C/CCCCCCCCCCCCC1=O,92043557,"['powdery', 'warm', 'musk like']","[""ifra_2019""]"
C/C/1=C\2/CCC2=CC/C(=C/CC1)/C.CC(C)CC(=C)C1=C(C(=C(C(C1=O)(CC=C(C)C)O)O)CC=C(C)C)O.CC(C)CC(=O)C1=C(C(=C(C(C1=O)(CC=C(C)C)CC=C(C)C)O)CC=C(C)C)O,23308253,"['aromatic', 'fruity', 'herbal']","[""ifra_2019""]"
C/C/1=C\CC(/C=C/C/C(=C/CC1)/C)(C)C,5281520,"['spice', 'spicy', 'wood', 'woody', 'mild woody-balsamic with earthy weak spice notes', 'earthy', 'balsamic', 'buildingmaterials&construction', 'food', 'spices', 'grassy', 'minty', 'popcorn', 'resinous']","[""aromadb"", ""flavornet"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
C/C/1=C\CC(=C(C)C)C(=O)C/C(=C/CC1)/C,6436348,"['herbal', 'woody']","[""arctander_1960""]"
C/C/1=C\CC/C(=C/C2C(C2(C)C)CC1)/C,5315347,"['weedy', 'woody', 'green']","[""goodscents""]"
C/C/1=C\CC/C(=C/CC(=C(C)C)CC1)/C,5281519,"['rose', 'earth', 'wood', 'spice', 'woody', 'earthy', 'spicy', 'buildingmaterials&construction', 'musty', 'moldy', 'food', 'spices', 'grassy', 'minty', 'popcorn', 'sharp', 'pungent', 'resinous']","[""aromadb"", ""flavornet"", ""goodscents"", ""sharma_2021b""]"
C/C/1=C\CCC(=C)/C=C/C(CC1)C(C)C,6436582,"['woody', 'spicy', 'minty', 'hay', 'tea', 'herbal', 'tobacco notes', 'tobacco', 'mint']","[""goodscents"", ""leffingwell""]"
C/C/1=C\CCC(=C)/C=C/[C@@H](CC1)C(C)C,5317570,"['wood', 'spice', 'buildingmaterials&construction', 'woody', 'food', 'spices', 'grassy', 'minty', 'popcorn', 'resinous']","[""flavornet"", ""sharma_2021b""]"
